filename,layer_name,stage,body_part,category,etc
DMM효과음_001-18.png,쮸뽁쮸뽁(격렬),before_orgasm,"penis, pussy",nsfw_onomatopoeia,intensive insertion
DMM효과음_001-19.png,질척 질척 쮸쁍쮸쯉(격렬)2,before_orgasm,"penis, pussy",nsfw_onomatopoeia,intensive insertion
DMM효과음_001-20.png,질척 질척 쮸쁍쮸쯉(격렬)1,before_orgasm,"penis, pussy",nsfw_onomatopoeia,intensive insertion
DMM효과음_001-21.png,쮸쁍쮸쯉(격렬)2,before_orgasm,"penis, pussy",nsfw_onomatopoeia,intensive insertion
DMM효과음_001-22.png,쮸쁍쮸쯉(격렬)1,before_orgasm,"penis, pussy",nsfw_onomatopoeia,intensive insertion
DMM효과음_001-23.png,팡팡(격렬)(피스톤하는 모든 컷에 상시)3,before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-24.png,팡팡(격렬)(피스톤하는 모든 컷에 상시)2,before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-25.png,팡팡(격렬)(피스톤하는 모든 컷에 상시)1,before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-26.png,팡팡(가벼운)(피스톤하는 모든 컷에 상시)2,before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-27.png,팡팡(가벼운)(피스톤하는 모든 컷에 상시)1,before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-28.png,철퍽 철퍽(격렬),before_orgasm,"penis, pussy",nsfw_onomatopoeia,intensive insertion
DMM효과음_001-29.png,철퍽 철퍽(격렬),before_orgasm,"penis, pussy",nsfw_onomatopoeia,intensive insertion
DMM효과음_001-30.png,찰박 찰박(격렬2),before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-31.png,찰박 찰박(격렬1),before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-32.png,찔꺽찔꺽(격렬2),before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-33.png,찔꺽찔꺽(격렬1),before_orgasm,"penis, pussy",nsfw_onomatopoeia,"intensive insertion, frequent"
DMM효과음_001-34.png,팡 팡(피스톤하는 모든 컷에 상시)4,during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular constant insertion, frequent"
DMM효과음_001-35.png,팡 팡(피스톤하는 모든 컷에 상시)3,during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular constant insertion, frequent"
DMM효과음_001-36.png,팡 팡(피스톤하는 모든 컷에 상시)2,during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular constant insertion, frequent"
DMM효과음_001-37.png,팡 팡(피스톤하는 모든 컷에 상시)1,during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular constant insertion, frequent"
DMM효과음_001-38.png,질척 질척,during_insertion,"penis, pussy",nsfw_onomatopoeia,regular insertion
DMM효과음_001-39.png,쮸쁍쮸쁍,during_insertion,"penis, pussy",nsfw_onomatopoeia,regular insertion
DMM효과음_001-40.png,쑤컹 쑤컹,during_insertion,"penis, pussy",nsfw_onomatopoeia,regular insertion
DMM효과음_001-41.png,쑤컹 쑤컹,during_insertion,"penis, pussy",nsfw_onomatopoeia,regular insertion
DMM효과음_001-42.png,찔꺽찔꺽(가벼운2),during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular light insertion, frequent"
DMM효과음_001-43.png,찔꺽찔꺽(가벼운),during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular light insertion, frequent"
DMM효과음_001-44.png,질척 질척,during_insertion,"penis, pussy",nsfw_onomatopoeia,regular insertion
DMM효과음_001-45.png,찌걱찌걱2,during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular insertion, frequent"
DMM효과음_001-46.png,찌걱찌걱1,during_insertion,"penis, pussy",nsfw_onomatopoeia,"regular insertion, frequent"
DMM효과음_001-47.png,푸우우욱(느리게 삽입),beginning_insertion,"penis, pussy",nsfw_onomatopoeia,"slow insertion at the beginning, frequent"
DMM효과음_001-48.png,쑤컹(갑자기 깊게 삽입),beginning_insertion,"penis, pussy",nsfw_onomatopoeia,"sudden deep insertion at the beginning, frequent"
DMM효과음_001-49.png,푸욱(끈적이면서 누르면서 삽입),beginning_insertion,"penis, pussy",nsfw_onomatopoeia,slow insertion at the beginning
DMM효과음_001-50.png,푸욱(끈적이면서 누르면서 삽입),beginning_insertion,"penis, pussy",nsfw_onomatopoeia,slow insertion at the beginning
DMM효과음_001-51.png,푸욱(끈적이면서 누르면서 삽입),beginning_insertion,"penis, pussy",nsfw_onomatopoeia,slow insertion at the beginning
DMM효과음_001-52.png,부들(격렬)_절정,after_caress,body,nsfw_onomatopoeia,reaction of body after caress
DMM효과음_001-53.png,움찔(결렬5)_크게 깜짝 놀랄 때_한번만 나옴,after_caress,body,nsfw_onomatopoeia,"reaction of body after intensive caress, once"
DMM효과음_001-54.png,움찔(결렬4)_절정 및 절정에 다가갔을 때 빈출도 높음,during_caress,body,nsfw_onomatopoeia,"reaction of body during and after caress, frequent"
DMM효과음_001-55.png,움찔(결렬3)_절정 및 절정에 다가갔을 때 빈출도 높음,during_caress,body,nsfw_onomatopoeia,"reaction of body during and after caress, rare"
DMM효과음_001-56.png,움찔(결렬2)_애무 중반_빈출도 조금 낮음,during_caress,body,nsfw_onomatopoeia,"reaction of body during and after caress, frequent"
DMM효과음_001-57.png,움찔(결렬1)_애무 중반_빈출도 높음,during_caress,body,nsfw_onomatopoeia,"reaction of body during caress, frequent"
DMM효과음_001-58.png,움찔(가벼운2)_애무 시작_빈출도 조금 낮음,beginning_caress,body,nsfw_onomatopoeia,"reaction of body beginning of caress, rare"
DMM효과음_001-59.png,움찔(가벼운1)_애무 시작_빈출도 높음,beginning_caress,body,nsfw_onomatopoeia,"reaction of body beginning of caress, frequent"
DMM효과음_001-60.png,꾸욱 (남성기나 손로 여성기를 힘주어 쑤실 때),before_insertion,"hand, penis, pussy",nsfw_onomatopoeia,sounds of pennis or hand pusing pussy with strength
DMM효과음_001-61.png,문질...(성기 문지르기 시작할 때),before_insertion,"penis, pussy",nsfw_onomatopoeia,sounds of rubbing penis on pussy
DMM효과음_001-62.png,성기 벌리는 소리,before_insertion,pussy,nsfw_onomatopoeia,"sounds of presenting pussy, frequent"
DMM효과음_001-63.png,성기 벌리는 소리,before_insertion,pussy,nsfw_onomatopoeia,"sounds of presenting pussy, frequent"
DMM효과음_001-64.png,끈적 (상당히 젖은 성기),before_insertion,pussy,nsfw_onomatopoeia,sounds of wet pussy or penis
DMM효과음_001-65.png,ょ,before_insertion,pussy,nsfw_onomatopoeia,sounds of wet pussy or penis
DMM효과음_001-66.png,し,before_insertion,pussy,nsfw_onomatopoeia,sounds of wet pussy or penis
DMM효과음_001-67.png,び,before_insertion,pussy,nsfw_onomatopoeia,sounds of wet pussy or penis
DMM효과음_001-68.png,서서히 젖는 소리,before_insertion,pussy,nsfw_onomatopoeia,"sounds of pussy and penis getting wet, frequent"
DMM효과음_001-69.png,미끌 (애액으로 미끌거리고 끈적일 때),before_insertion,pussy,nsfw_onomatopoeia,sounds of slippery liquid on pussy or penis
DMM효과음_001-70.png,빨딱(발기된 성기 보일 때),before_insertion,penis,nsfw_onomatopoeia,"sounds of penis erections, frequent"
DMM효과음_001-71.png,끈적-,before_insertion,pussy,nsfw_onomatopoeia,sounds of liquid on pussy or penis
DMM효과음_001-72.png,츄릅츄릅(격렬)_펠라치오,during_caress,"penis, mouth",nsfw_onomatopoeia,"sounds of giving intensive blowjobs or fellatio, frequent"
DMM효과음_001-73.png,키스 소리(격렬),during_caress,mouth,nsfw_onomatopoeia,sounds of intensive kiss
DMM효과음_001-74.png,키스 소리(격렬),during_caress,mouth,nsfw_onomatopoeia,sounds of intensive kiss
DMM효과음_001-75.png,키스 소리(격렬)2,during_caress,mouth,nsfw_onomatopoeia,"sounds of intensive kiss, frequent"
DMM효과음_001-76.png,키스 소리(격렬)1,during_caress,mouth,nsfw_onomatopoeia,"sounds of intensive kiss, frequent"
DMM효과음_001-77.png,키스 소리8,during_caress,mouth,nsfw_onomatopoeia,sounds of regular kiss
DMM효과음_001-78.png,키스 소리7,during_caress,mouth,nsfw_onomatopoeia,sounds of regular kiss
DMM효과음_001-79.png,키스 소리6,during_caress,mouth,nsfw_onomatopoeia,"sounds of regular kiss, frequent"
DMM효과음_001-80.png,키스 소리5,during_caress,mouth,nsfw_onomatopoeia,"sounds of regular kiss, frequent"
DMM효과음_001-81.png,키스 소리4,during_caress,mouth,nsfw_onomatopoeia,"sounds of regular kiss, frequent"
DMM효과음_001-82.png,키스 소리3,during_caress,mouth,nsfw_onomatopoeia,"sounds of regular kiss, frequent"
DMM효과음_001-83.png,키스 소리2,during_caress,mouth,nsfw_onomatopoeia,"sounds of regular kiss, frequent"
DMM효과음_001-84.png,키스 소리1,during_caress,mouth,nsfw_onomatopoeia,"sounds of regular kiss, frequent"
DMM효과음_001-85.png,할짝 (혀로 핥고 빨때),during_caress,toungue,nsfw_onomatopoeia,sounds of liking and sucking with tongue
DMM효과음_001-86.png,할짝 (혀로 핥고 빨때),during_caress,toungue,nsfw_onomatopoeia,sounds of liking and sucking with tongue
DMM효과음_001-87.png,낼름 (혀로 핥고 빨때),during_caress,toungue,nsfw_onomatopoeia,sounds of liking and sucking with tongue
DMM효과음_001-88.png,낼름 (혀로 핥고 빨때),during_caress,toungue,nsfw_onomatopoeia,sounds of liking and sucking with tongue
DMM효과음_001-89.png,빙글빙글(유두애무),during_caress,"nipples, mouth",nsfw_onomatopoeia,sounds of liking and sucking nipples
DMM효과음_001-90.png,말캉♥ (가슴 주무를 때),during_caress,"breast, hand",nsfw_onomatopoeia,sounds of grabbing breast with hands
DMM효과음_001-91.png,말캉 (가슴 주무를 때),during_caress,"breast, hand",nsfw_onomatopoeia,"sounds of grabbing breast with hands, frequent"
DMM효과음_001-92.png,말랑 말랑 (가슴 주무를 때),during_caress,"breast, hand",nsfw_onomatopoeia,sounds of grabbing breast with hands
DMM효과음_001-93.png,말랑 말랑 (가슴 주무를 때),during_caress,"breast, hand",nsfw_onomatopoeia,sounds of grabbing breast with hands
DMM효과음_001-94.png,주물 주물(가슴 주무를 때),during_caress,"breast, hand",nsfw_onomatopoeia,"sounds of grabbing breast with hands, frequent"
DMM효과음_001-95.png,두근 (심장소리),before_caress,heart,nsfw_onomatopoeia,sounds of heart beating 
DMM효과음_001-96.png,두근 (심장소리),before_caress,heart,nsfw_onomatopoeia,sounds of heart beating 
